day,weth_balance,usdc_balance,weth_usd,usdc_usd,tvl,tvl_change,liquidity_flow,prev_tvl_change,prev_flow,tvl_ma_3d,tvl_ma_7d,tvl_ma_30d,tvl_momentum,pool_ratio,tvl_volatility_7d,day_of_week,month,pct_from_ma7
2021-06-27 00:00:00+00:00,14213.54717581672,21975569.99783319,26333027.251998737,22019405.00304576,48352432.2550445,1538190.5969445035,1,-524008.89834722877,0.0,47501641.4898639,46096331.55424343,27191212.190292556,2256100.700801067,0.5446060523512025,3225074.4990873174,6,6,4.894317236820074
2021-06-28 00:00:00+00:00,13281.50450432786,23097517.55181616,27050318.93800337,23111778.34411129,50162097.282114655,1809665.0270701572,1,1538190.5969445035,1.0,48442923.73175305,47240184.23608846,28847476.26550058,2921913.0460261926,0.5392581332050521,3006803.6726535936,0,6,6.185227880195351
2021-06-29 00:00:00+00:00,15087.408354590028,21689162.294366054,32744904.85941823,21715138.3798355,54460043.23925373,4297945.957139075,1,1809665.0270701572,1.0,50991524.25880429,49076844.73887522,30647352.346904695,5383198.500378512,0.601264760579851,2915053.091303673,1,6,10.96891727457434
2021-06-30 00:00:00+00:00,12363.640612418494,30427361.85405343,26777484.075856697,30471328.33542702,57248812.41128372,2788769.172029987,1,4297945.957139075,1.0,53956984.310884036,50698305.65863911,32537922.55208288,6550506.752644606,0.4677386822190021,3857049.5072029526,2,6,12.920563453836815
2021-07-01 00:00:00+00:00,17877.804237513476,20387337.284409877,38459812.593078375,20402737.440100536,58862550.03317891,1613737.621895194,1,2788769.172029987,1.0,56857135.22790545,51891203.91934611,34478395.31357084,6971346.113832802,0.6533833918408194,4931534.846020173,3,7,13.434543019407071
2021-07-02 00:00:00+00:00,16869.04490402113,26051361.990303453,35118791.26116932,26081788.352898028,61200579.614067346,2338029.5808884352,1,1613737.621895194,1.0,59103980.68617666,53871536.641863264,36433386.03185298,7329042.972204082,0.5738310238665949,5543814.620558298,4,7,13.604666636720223
2021-07-03 00:00:00+00:00,15554.788350856594,34819655.22755173,34119807.93566688,34859624.806508645,68979432.74217552,7778853.128108174,1,2338029.5808884352,1.0,63014187.463140585,57037992.51101691,38401508.51066274,11941440.231158607,0.4946374097217719,6984044.863992883,5,7,20.93594059933318
2021-07-04 00:00:00+00:00,14595.089607403228,31114913.470122963,33678494.617955424,31141751.055332035,64820245.67328746,-4159187.0688880607,0,7778853.128108174,1.0,65000086.00984344,59390537.28505162,40301437.86684932,5429708.388235837,0.5195675250554379,6311953.4073358,6,7,9.142379638990866
2021-07-05 00:00:00+00:00,19045.988778144172,22998874.710312217,42905306.293062925,23015490.67857554,65920796.97163847,1100551.2983510122,1,-4159187.0688880607,0.0,66573491.79570048,61641780.09784074,42305228.847867504,4279016.87379773,0.6508614619984396,5180863.219094211,0,7,6.941747735068443
2021-07-06 00:00:00+00:00,15125.3871421508,31573193.47271642,34738008.18252606,31604390.747854296,66342398.93038036,421601.9587418884,1,1100551.2983510122,1.0,65694480.5251021,63339259.4822874,44244059.89084496,3003139.44809296,0.5236170042476168,4308837.458222115,1,7,4.7413554762710435
2021-07-07 00:00:00+00:00,16302.959086371258,29586170.620583262,38547888.23900041,29619249.294823952,68167137.53382435,1824738.6034439951,1,421601.9587418884,1.0,66810111.14528107,64899020.21407892,46182594.20153639,3268117.3197454363,0.5654907868160527,3664727.5392360566,2,7,5.035695930331572
2021-07-08 00:00:00+00:00,24827.398494984773,18345158.849274427,54423717.830256715,18363037.990130115,72786755.82038683,4619618.286562473,1,1824738.6034439951,1.0,69098764.09486385,66888192.469394326,48136176.47621571,5898563.350992501,0.7477145700044127,3620799.2796691735,3,7,8.818542007532159
2021-07-09 00:00:00+00:00,22253.469773926823,21367400.69532755,47362339.433600575,21393869.266169406,68756208.69976997,-4030547.1206168532,0,4619618.286562473,1.0,69903367.35132705,67967568.05306613,49959555.05359626,788640.6467038393,0.688844546976294,2634587.495617822,4,7,1.1603190599494495
2021-07-10 00:00:00+00:00,24150.223863640356,18046238.784584373,51213166.81565072,18068605.217741344,69281772.03339207,525563.333622098,1,-4030547.1206168532,0.0,70274912.1845163,68010759.38038279,51528454.88466404,1271012.6530092806,0.7392011681076412,2656329.2701880042,5,7,1.8688405549194542
2021-07-11 00:00:00+00:00,21838.86281634625,23288995.407576233,46379656.28061551,23320036.565600872,69699692.84621638,417920.8128243089,1,525563.333622098,1.0,69245891.19312614,68707823.26222979,52966112.92692724,991869.5839865953,0.6654212434328283,2295224.872758133,6,7,1.443605017438892
2021-07-12 00:00:00+00:00,25560.285956695785,13748966.851825118,53647203.51768122,13762090.431643074,67409293.9493243,-2290398.8968920857,0,417920.8128243089,1.0,68796919.60964425,68920465.68761346,54254787.42307225,-1511171.7382891625,0.7958428337494695,2049816.5984497953,0,7,-2.1926313515330085
2021-07-13 00:00:00+00:00,28891.59920129159,11142082.829224408,57646894.25790666,11154998.74711517,68801893.00502183,1392599.0556975305,1,-2290398.8968920857,0.0,68636959.93352084,69271821.98399082,55720086.529053494,-469928.97896899283,0.8378678513060539,1718233.6410279104,1,7,-0.6783840319337877
2021-07-14 00:00:00+00:00,26744.190800877775,16483195.674119234,52175918.79576208,16505123.875997648,68681042.67175972,-120850.33326210082,0,1392599.0556975305,1.0,68297409.87536861,69345237.00369588,56806445.62260566,-664194.3319361508,0.759684430609493,1673565.314752349,2,7,-0.9578081504008003
2021-07-15 00:00:00+00:00,29610.71953376673,11351911.47603935,57591852.18769198,11368174.38996858,68960026.57766056,278983.905900836,1,-120850.33326210082,0.0,68814320.7514807,68798561.39759211,57656635.79640303,161465.1800684482,0.8351483467430786,709140.4368410821,3,7,0.23469266913203118
2021-07-16 00:00:00+00:00,31825.020353848253,13672055.752862217,60809313.97509713,13687308.592589084,74496622.56768622,5536595.990025654,1,278983.905900836,1.0,70712563.93903549,69618620.52158014,58733066.26418126,4878002.04610607,0.8162694076479365,2264799.826851808,4,7,7.006749070234743
2021-07-17 00:00:00+00:00,31072.08856777814,16122902.623374104,58640705.2859381,16148311.478174051,74789016.76411214,292394.19642592967,1,5536595.990025654,1.0,72748555.30315298,70405369.76882587,59679306.15975931,4383646.995286271,0.784081778623905,2973847.656060802,5,7,6.226296388584929
2021-07-18 00:00:00+00:00,32129.039808992697,15626410.756138029,62406813.26892466,15647250.473924356,78054063.74284902,3265046.9787368774,1,292394.19642592967,1.0,75779901.02488245,71598851.32548769,60684117.55732262,6455212.417361334,0.7995331732441939,4104801.483126412,6,7,9.015804440794728
