day,weth_balance,usdc_balance,weth_usd,usdc_usd,tvl
2021-05-28 00:00:00.000 UTC,228.90208675236275,41919.40484998902,585769.6437707024,41950.06321805082,627719.7069887533
2021-05-29 00:00:00.000 UTC,181.4934439530971,37724.20653498889,436412.3545328923,37762.6713410509,474175.0258739432
2021-05-30 00:00:00.000 UTC,175.29784837220654,45743.605700988905,417994.2560936758,45766.5410366252,463760.797130301
2021-05-31 00:00:00.000 UTC,170.09598475579622,106306.515747989,425363.4704739792,106342.78546409083,531706.25593807
2021-06-01 00:00:00.000 UTC,180.1075470629125,177315.45913998917,470957.1586925656,177410.02984757914,648367.1885401447
2021-06-02 00:00:00.000 UTC,465.5836599855324,1293407.6507509868,1255797.547658389,1295060.5179446766,2550858.0656030653
2021-06-03 00:00:00.000 UTC,1192.8558726694723,6583095.669420995,3344753.370452848,6591005.007430114,9935758.37788296
2021-06-04 00:00:00.000 UTC,1821.3386135359092,2925835.149178013,4894345.58066334,2928019.407026667,7822364.987690007
2021-06-05 00:00:00.000 UTC,1558.3751614114467,1605964.7713480182,4199786.754106206,1607280.786986678,5807067.541092884
2021-06-06 00:00:00.000 UTC,1741.967556988738,3483207.535392996,4692317.685305711,3485149.9557506726,8177467.641056383
2021-06-07 00:00:00.000 UTC,2565.6131854335067,2949572.440072011,7060560.181442166,2950548.0316397147,10011108.21308188
2021-06-08 00:00:00.000 UTC,3607.652903897327,5147386.052176084,9025185.851209767,5154101.728797445,14179287.580007212
2021-06-09 00:00:00.000 UTC,2571.258583148377,7557179.924000125,6493918.002510502,7560933.375842784,14054851.378353288
2021-06-10 00:00:00.000 UTC,5645.293856316632,7927634.941120129,14282804.174914924,7931972.926444006,22214777.10135893
2021-06-11 00:00:00.000 UTC,8125.341807160832,6788189.564287182,19776268.860188935,6793682.718131272,26569951.578320205
2021-06-12 00:00:00.000 UTC,8189.518986362091,9349183.78167921,19388960.890328165,9360098.174645662,28749059.064973827
2021-06-13 00:00:00.000 UTC,4333.077243218751,14465695.820961218,10363995.125795055,14478924.699789489,24842919.825584546
2021-06-14 00:00:00.000 UTC,6414.270904945886,19922104.403920364,16155566.667110354,19934703.19808463,36090269.865194984
2021-06-15 00:00:00.000 UTC,9151.747123725756,19854514.29216246,23589417.2318236,19864904.13191583,43454321.36373943
2021-06-16 00:00:00.000 UTC,12469.106245045668,11338112.683759537,30856628.741974153,11347079.792365178,42203708.53433933
2021-06-17 00:00:00.000 UTC,13685.943904399152,13595149.980554575,32802397.16828053,13599422.728489742,46401819.89677027
2021-06-18 00:00:00.000 UTC,17036.3263038715,9007155.490550574,38897935.896880925,9011785.919069022,47909721.81594995
2021-06-19 00:00:00.000 UTC,19252.753789000715,6429799.588033538,42877689.639267474,6436542.773374398,49314232.412641875
2021-06-20 00:00:00.000 UTC,17154.56721549677,13431407.158753583,37202731.6858666,13451758.632082572,50654490.317949176
2021-06-21 00:00:00.000 UTC,19420.994098541392,2898334.2186427526,39250799.44851712,2904329.0606822427,42155128.509199366
2021-06-22 00:00:00.000 UTC,18827.645110899284,5867287.423849832,35722189.21701952,5881230.502726934,41603419.719746456
2021-06-23 00:00:00.000 UTC,18091.408473689276,10041954.760264914,35845302.24891087,10053283.724025682,45898585.97293655
2021-06-24 00:00:00.000 UTC,19109.006387519512,12991701.71787588,37506433.18759776,13005829.020632142,50512262.2082299
2021-06-25 00:00:00.000 UTC,21304.391111461453,6841342.328812864,40489690.658986785,6848559.897460435,47338250.55644722
2021-06-26 00:00:00.000 UTC,19141.90496591776,12540213.024713064,34248251.0498697,12565990.608230293,46814241.658099994
2021-06-27 00:00:00.000 UTC,14213.54717581672,21975569.99783319,26333027.251998737,22019405.00304576,48352432.2550445
2021-06-28 00:00:00.000 UTC,13281.50450432786,23097517.55181616,27050318.93800337,23111778.34411129,50162097.282114655
2021-06-29 00:00:00.000 UTC,15087.408354590028,21689162.294366054,32744904.85941823,21715138.3798355,54460043.23925373
2021-06-30 00:00:00.000 UTC,12363.640612418494,30427361.85405343,26777484.075856697,30471328.33542702,57248812.41128372
2021-07-01 00:00:00.000 UTC,17877.804237513476,20387337.284409877,38459812.593078375,20402737.440100536,58862550.03317891
2021-07-02 00:00:00.000 UTC,16869.04490402113,26051361.990303453,35118791.26116932,26081788.352898028,61200579.614067346
2021-07-03 00:00:00.000 UTC,15554.788350856594,34819655.22755173,34119807.93566688,34859624.806508645,68979432.74217552
2021-07-04 00:00:00.000 UTC,14595.089607403228,31114913.470122963,33678494.617955424,31141751.055332035,64820245.67328746
2021-07-05 00:00:00.000 UTC,19045.988778144172,22998874.710312217,42905306.293062925,23015490.67857554,65920796.97163847
2021-07-06 00:00:00.000 UTC,15125.3871421508,31573193.47271642,34738008.18252606,31604390.747854296,66342398.93038036
